subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-6631671	L	5.2080172235146165	230.8167633377016	341.8091304022819	477.4495789809153	96.31231851596384	432.0974289961159	326.6410802397877	474.0815678425133	31.176103102974597
sub-6631671	R	0.4240014022216201	224.46474233083427	341.4171291058883	555.1218358520418	209.6566933589056	355.52117574959993	334.9931078609079	544.0017990767956	21.008069476112723
sub-9559806	L	6.471995786763728	310.76779769174755	450.5437066983432	710.8875372158363	190.2158761704341	510.1276679094881	389.26374659128487	684.3595544854179	23.719984558410943
sub-9559806	R	0.0479999687522649	311.7757970355451	432.583718390204	788.8714864486828	228.05585153680292	483.9596849447116	357.61576719395816	721.8075301069766	29.35998088680208
sub-8724991	L	7.99993984401226	259.8140463139862	376.9971651490778	548.7078739609569	102.3192306049168	463.0125183518976	382.5091237016022	505.7481969986111	53.62359677441418
sub-8724991	R	0.215998375788331	250.99811260588467	356.7413174640388	504.9322031345218	175.40668101981282	430.8767599985004	370.92521080747247	531.7320016119629	31.24776503071189
sub-7530670	L	5.68802013527602	295.3690455900505	401.1374200042337	651.4903062395751	110.80039222724736	552.8739571431652	382.689354699105	658.5463312175125	11.136039420962334
sub-7530670	R	0.3120011044666171	338.1451970152557	448.3935872884467	613.5541719477624	200.82471090834588	552.433955585584	432.417530734092	680.0584073690698	26.752094700932503
sub-6732374	L	8.840013798326254	367.29657331109047	449.7207019664347	603.0009412206709	123.16819225251676	470.5927345454693	357.6885583139956	630.7129844762385	18.352028645575047
sub-6732374	R	0.0400000624358654	273.0724262371659	410.168640229851	697.249088332057	241.3443767130375	433.9286773167551	343.84853671118617	653.3610198274255	30.06404692679644
sub-6291976	L	2.680005119182169	297.4565681833774	413.3047894695774	657.5452560028061	109.16020851116627	580.5371089065447	375.95271812193096	639.8812222620472	80.40815359074622
sub-6291976	R	0.0	260.68849795125425	414.80879234243184	682.6013038633391	212.4324057754129	555.5130611071363	368.4647038187832	645.3612327296287	84.13616071175784
sub-6771081	L	3.831994382664561	277.60759305395186	454.5433336831629	597.4151242468506	132.51180575042963	456.7513304464519	360.6554713137448	608.623107817024	12.591981541365383
sub-6771081	R	0.5599991790950298	272.9675998557359	488.7112835962325	585.207142142579	165.56775729358196	448.1033431235701	366.223463151604	643.4710567332804	29.479956785216928
sub-7888815	L	3.10399292036891	268.59938737470657	360.17517850734293	566.9667068542913	113.11174201313406	432.1510143438354	298.6313188774511	544.4387582363561	34.18392203282565
sub-7888815	R	0.0	229.0794775122777	386.4151186589152	546.0147546418011	187.33557272236797	422.3110367869958	305.35130355041474	527.3827971378341	28.719934495165944
sub-7079074	L	2.67998889554292	280.9348359545693	370.6384642701596	471.0940480353311	106.22355986572802	431.1982133425772	377.2944366913289	558.7816847041249	8.591964399442077
sub-7079074	R	0.4479981437325477	248.87096881028265	315.4066931214184	676.0371988592669	174.9912749286741	510.5578845180571	367.52647716458887	652.165297771804	8.679964034818113
sub-8127165	L	2.823994874022901	238.23156757373363	457.4551696497947	662.8947967458516	125.08777294680476	458.191168313846	256.4235345525667	614.4388847006485	4.3439921149984
sub-8127165	R	0.0	266.631516023539	402.0792701654136	764.3586125737056	194.6556466706097	522.8470509536564	335.8793903281912	683.1827599201351	44.60791902989149
sub-9845403	L	1.800002809613943	224.0883497782052	321.2005013599992	607.1609477140009	78.39212236180902	506.6087907627225	249.84838998690248	545.3368512131274	3.176004957407713
sub-9845403	R	0.0	215.65633661672476	323.3445047065616	611.4089543446898	180.35228151082995	434.7686786279082	276.2164311446249	539.1368415355682	16.18402526155114
sub-9688312	L	6.392004024237394	306.5361929871142	456.9282876700163	549.5763459987938	99.5120626501739	500.888315346092	385.0962424464524	587.4563698470592	50.10403154417872
sub-9688312	R	0.1840001158416271	289.1601820476353	445.7922806590796	556.3523502647877	157.76009932160378	452.5042848847807	357.0802248083055	617.4403887242079	50.52003180608153
