subject	hemi	ParaSub	PreSub	Sub	CA1	CA3	CA4_DG	Tail	SRLM	Cyst
sub-6117051	L	8.659372940659523	236.4685922358185	360.8564790915698	482.3213507421315	88.69181536138058	392.2228641156107	249.90587910078463	478.7069208472967	48.86156086064875
sub-6117051	R	0.3814701735973358	270.042735889554	404.34407888166606	459.0325966440141	117.5118869766593	360.9136996176094	236.42090846411884	467.4678558576852	71.2204814106226
sub-9992517	L	2.5653821574524045	184.5835377601907	284.18044691020623	462.4220548016019	86.54111668327823	443.8635652908124	60.41045827651397	411.6627740096301	5.94138692971319
sub-9992517	R	0.081062261480838	229.43481020070607	329.59915518108755	556.7165383771062	156.18313603196293	429.1531490162015	250.9163094931282	516.9626516732387	7.185931061860174
sub-9515684	L	5.550382353365421	265.2024186830968	356.8314112108201	554.0845613926649	73.01327714323997	497.6222955454141	275.8215780481696	531.8496533911675	12.111659087240696
sub-9515684	R	0.0429153274744749	247.40209452062845	369.834755435586	572.3998694848269	159.8691315818578	435.685941260308	309.4147427212447	578.7036542538553	15.587800612673163
sub-6317665	L	4.792220459785312	252.98632486956197	266.771707306616	420.2944236481562	90.04606085829437	309.19597141677514	221.69145633466545	462.7997501939535	1.5020392485894265
sub-6317665	R	0.0	150.3135975659825	192.2467186837457	329.5283376262523	338.55487825348973	322.39007491152734	216.19351584697145	401.33058208739385	3.5142950038425624
sub-8959211	L	3.719333102926612	201.1920789894648	278.2251896020025	409.34121823171154	97.77554522501303	392.7568072932772	57.05838449951261	388.25069218780845	1.9311921880580485
sub-8959211	R	0.0047683757729828	137.21478124335408	157.17520222906023	263.4670665846206	310.33066368149593	370.9224146287888	202.59874984249475	352.9504063404165	6.5469799363054335
sub-7268178	L	5.168912271037698	243.8448668969795	322.5706432759762	467.30495523428544	78.48735791631043	380.9068727260456	301.5755134518258	467.40509098861367	3.280638046562672
